"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-02",,"82","87","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-03","0.00","78",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-04","2.03","84",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-05","0.00","82","88",
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-06",,"82","87","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-07",,"83","88","78"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-08",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-09",,"81","89","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-10",,"81",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-11",,"82","88","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-12",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-13",,"83","91","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-14","0.00","83","90","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-15","0.00","84","92","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-16","0.00","84","92",
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-17",,"83","91","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-18",,"84","92","74"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-19",,"83","91","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-20",,"83",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-21",,"82","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-22",,"83","91","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-23",,"81","87","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-24","0.00","83","92","73"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-25",,"80","85",
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-26",,"82","90","75"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-27",,"84","91","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-28",,"83","90",
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-29",,"82","89","76"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-30",,"83","90","77"
"RP000098429","NINOY AQUINO INTERN, RP","2019-12-31",,"82","90","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-01","0.02","80","84","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-02","0.02","82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-03","0.00","81","90","75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-04",,"81","90","75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-05","0.00","82","88","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-06",,"83","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-07",,"81","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-08",,"81","89","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-09",,"81",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-10",,"80","85","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-11","0.00","82",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-12",,"81","88","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-13",,"80","85",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-14","0.00","81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-15",,"81","87","75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-16",,"83","90","75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-17",,"83","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-18",,"81","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-19",,"81","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-20",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-21",,"80","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-22",,"81","89","72"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-23",,"82","89","73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-24",,"78",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-25",,"81","86","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-26","0.00","82","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-27",,"82","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-28",,"81","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-29",,"80","88","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-30",,"80","87",
"RP000098429","NINOY AQUINO INTERN, RP","2020-01-31",,"78",,"72"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-01","0.00","78","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-02",,"77","83","70"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-03","0.00","76","83",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-04",,"80","88","68"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-05",,"82","90","71"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-06",,"81","87","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-07","0.00","79","85","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-08","0.89","81","89","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-09","0.08","80","85",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-10","0.00","79","86",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-11",,"79","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-12",,"80","89","69"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-13",,"79","85","72"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-14",,"83","90","73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-15",,"82","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-16",,"83",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-17",,"81","88","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-18","0.00","81","89",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-19",,"80","89","73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-20",,"80","87","72"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-21",,"81",,"72"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-22",,"82","92","73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-23",,"82","90","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-24",,"82","90","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-25","0.00","81","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-26",,"81","90","73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-27","0.00","82","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-28",,"83","92","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-02-29",,"83","91","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-01",,"82","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-02",,"83","91","73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-03",,"82","92","73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-04",,"82",,"74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-05",,"83","92","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-06",,"84","93","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-07",,"85",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-08",,"86","96","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-09","0.00","86","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-10",,"85","93",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-11",,"85",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-12",,"85","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-13",,"85",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-14",,"84","94","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-15",,"84","92","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-16",,"82","86",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-17",,"82","90","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-18",,"83","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-19",,"85","93","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-20",,"85","94",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-21",,"87",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-22",,"86","95",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-23",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-24",,"85","94","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-25",,"84","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-26",,"85","94",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-27",,"86","93","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-28",,"87","95","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-29",,"87","94","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-30",,"86","94",
"RP000098429","NINOY AQUINO INTERN, RP","2020-03-31",,"87","96","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-01",,"87",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-02",,"85","94",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-03",,"86","95","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-04",,"85","94","75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-05",,"85","94","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-06",,"87",,"76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-07",,"87","96","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-08","0.00","87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-09",,"86","94",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-10",,"85","94","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-11",,"86",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-12",,"84","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-13",,"85","93","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-14","0.00","83","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-15",,"86","95","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-16",,"87","97","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-17",,"87","95","81"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-18",,"87","97",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-19",,"88",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-20",,"88","97","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-21",,"88","97",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-22",,"89",,"82"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-23",,"88","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-24",,"88","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-25",,"88","97","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-26",,"87","95",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-27",,"87",,"80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-28",,"87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-29",,"88","96","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-04-30",,"87","95",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-01",,"87",,"79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-02",,"89","98","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-03","0.00","86","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-04","0.00","90",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-05",,"90","99","84"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-06",,"88","99",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-07",,"89","96","82"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-08",,"91","99",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-09",,"87","98",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-10","0.00","88","97","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-11","0.26","90","98","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-12","0.00","90","98","83"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-13",,"90","98","83"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-14","0.00","85","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-15","0.00","80","85",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-16","2.58","85","92","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-17","0.00","88","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-18","0.00","87","93","82"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-19","0.00","84","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-20","0.33","88","95","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-21","0.00","89","97","83"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-22",,"87","95","83"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-23",,"83","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-24",,"86","92","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-25",,"87",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-26","0.00","85","94",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-27","0.00","86","97",
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-28","0.31","85","96","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-29","0.00","85","97","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-30","0.96","87","94","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-05-31","0.02","88","95",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-01","0.00","88","95","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-02",,"88","97","81"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-03","0.00","88","94","83"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-04",,"88","95",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-05",,"90","97","83"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-06",,"90","98",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-07",,"89","98","81"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-08",,"88",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-09",,"88","98","81"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-10",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-11","0.35","81","89",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-12",,"82","88","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-13",,"87","94","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-14","0.00","86","95",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-15","0.00","85","92","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-16","0.00","88","95","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-17",,"88","97",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-18",,"88",,"81"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-19","0.00","82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-20","0.45","84","92","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-21","0.00","85","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-22","0.24","88","97","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-23","0.63","87","98","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-24","0.00","87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-25","0.33","87","96",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-26","0.00","86","94",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-27","0.04","85","92","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-28","0.16","81","89",
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-29","0.16","84","90","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-06-30","0.10","85","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-01","0.00","87",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-02",,"90",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-03",,"89",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-04",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-05",,"87",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-06",,"88",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-07",,"90",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-08",,"89",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-09",,"89",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-10",,"89",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-11",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-12",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-13",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-14",,"88",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-17",,"87",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-18",,"88",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-19",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-20",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-21",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-22",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-23",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-24",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-25",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-26",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-27",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-28",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-29",,"79",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-30",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-07-31",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-01",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-02",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-03",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-04",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-05",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-06",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-07",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-08",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-09",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-10",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-11",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-12",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-13",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-14",,"82",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-15",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-16",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-17",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-18",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-19",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-20",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-21",,"81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-22",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-23",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-24",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-25",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-26",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-27",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-28",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-29",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-30",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-08-31",,"83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-01",,"84",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-02",,"85",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-03",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-04",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-05",,"87",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-06",,"86",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-07",,"84","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-08","0.00","87","95","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-09",,"85","92","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-10",,"85","94","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-11","0.26","85",,"80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-12","0.24","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-13","0.00","87","96","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-14",,"85","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-15","0.39","81","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-16","0.77","84","90","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-17","0.00","82","87",
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-18",,"84","91","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-19","0.00","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-20","0.89","85","92","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-21","0.06","87","95","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-22","0.00","84","93",
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-23","0.51","82","91","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-24","0.08","84","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-25","0.81","83","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-26","0.02","85","94","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-27","0.00","86","96","80"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-28","0.00","84",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-29","0.00","84","91","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-09-30","0.02","86","91","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-01","0.00","84","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-02","0.45","84","92","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-03","0.31","84","90","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-04","1.30","85","95","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-05","0.16","86","94","79"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-06","0.00","86","93",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-07","0.06","81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-08","0.28","81","85","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-09","0.04","82",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-10","0.02","81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-11","0.35","80","85",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-12","0.18","81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-13","0.59","83","94","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-14","0.49","78",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-15","1.67","82","89","76"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-16","0.18","85",,"77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-17","0.00","83",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-18","0.18","81",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-19","0.00","85","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-20","0.02","79","83",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-21","1.34","83","90","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-22","0.12","84",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-23","0.02","82","89",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-24","0.08","82","89",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-25","0.89","80","87",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-26","1.26","81","85","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-27","0.08","83","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-28","0.00","83","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-29","0.12","82","89","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-30","0.55","85","91","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-10-31","0.00","85","92",
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-01","0.06","76",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-02","1.02","82",,"73"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-03","0.00","84","92","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-04",,"81","88",
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-05",,"83","89","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-06","0.00","84","92","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-07",,"80",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-08",,"83","91","74"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-09",,"82","88","72"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-10",,"81","87",
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-11","1.20","79","83",
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-12","5.43","80",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-13","1.46","84",,
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-14","0.00","85",,"78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-15",,"83","90","78"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-16","0.00","84","90",
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-17","0.16","84",,"75"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-18","0.00","84","92","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-19",,"84","91",
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-20",,"84","90","77"
"RP000098429","NINOY AQUINO INTERN, RP","2020-11-21","0.08","84","92","77"
